"northing","easting"
110864.940515347,574565.666430537
111481.026630607,568706.372686457
116154.152624529,569730.00950196
116164.636452775,566313.543708716
115511.7588792,573391.679965425
111824.54087073,569280.357742496
114363.428658899,569840.729586836
115928.733077023,569364.869879369
112126.797334664,567771.526197344
112105.436879806,569049.201022554
116208.429546095,569507.422570977
118650.220577288,578622.111877948
123331.753156755,571545.345449515
121054.951259363,578650.131486971
116078.931954037,577558.990298975
116452.595703956,580136.914414726
115339.997130021,580697.753531046
113452.833402257,573316.601110082
114507.058790792,578080.002932716
121767.687897615,581457.962693699
112318.185058609,582038.924360182
116876.877652109,582735.345342476
113567.010712326,584848.443475608
118598.871201929,582868.694589939
120996.37785593,579264.632674679
116163.792668935,587194.748432562
119243.685439136,577480.311818607
116163.059739023,585866.59994917
118940.523195732,579716.653189342
114774.88536844,576858.34658416
120737.323160656,578453.598347399
120522.290889267,572702.311924193
124645.382163581,576175.977858104
117517.812105641,571609.468321595
118982.421315141,579519.054864902
119372.017690752,578996.484789964
121102.093456127,575761.515590176
119818.441394251,576303.13122049
130213.676149305,577178.758724835
126506.374292243,576704.47863847
122153.897765279,580945.457570814
122397.837472614,580397.076697089
129916.946272179,579499.426050987
125678.751760051,571993.555586021
124547.063472867,572795.613640547
123188.65208244,571997.456957884
129038.925563898,578650.745260138
125373.163151089,572831.778389141
127464.199891873,572364.797176886
124174.917258415,568718.736943882
121867.219266891,580243.02528223
127438.534061857,576788.855861973
121846.535979956,578408.925285563
121665.286146197,572720.578713156
127034.644223005,572504.265099205
122907.576748095,573721.795138363
129258.686029352,570717.928361241
126853.209020663,567843.107608892
124791.511225794,568238.95475762
127439.027591143,567203.52086965
127083.416213188,570051.825508755
124680.031555574,562468.702726793
126959.15096486,564623.825646099
126380.143898595,570821.459638625
126834.938580263,562020.584494807
127123.211562075,573868.61446742
125082.195138559,574263.013585657
122665.143847588,570450.398247048
128538.745205458,564906.085711047
119197.304587811,570341.087754667
121878.913621064,569398.95649514
126126.659142319,560119.074963778
126290.211238284,560454.458042961
119590.573243797,572108.333797194
119149.939254113,569975.966466032
126979.694301728,575007.68685434
118737.062212918,564515.14892308
119465.679092519,564986.102212593
119592.35477671,567968.58083019
123509.629846942,565479.681341667
129810.78269545,576733.020887189
127828.115675598,571876.081117895
126291.367253847,570093.260922283
130265.370087977,570131.871497072
130425.676514897,571156.003891863
130747.591199633,564477.67114928
127067.098861281,570005.839428306
133875.336576439,563359.383987077
132938.969750069,569245.278495234
134736.470393185,570785.530059151
125463.747770488,566696.974207833
132891.233126409,566802.218882516
134842.467118241,573573.061166238
132590.289823972,567728.969336748
128501.996181719,569614.359382261
124735.443613771,562183.478790242
132774.604197107,570717.201342564
128210.029740538,565142.016759049
128082.654698472,566721.655087769
128442.504516151,572249.864225369
135676.85626382,572663.095470238
126976.427512802,564328.162784129
125925.104137231,567651.389353909
126654.640590958,564584.764254745
128235.70079105,564882.060713042
130941.90959356,572696.805000398
121377.5786517,556749.473480675
126954.975899868,563704.724019915
125214.761749469,557810.896843113
126943.43044972,564922.863841336
126624.426007606,567335.216314048
132332.725243196,566184.359721839
100953.887842726,549964.242138639
102134.895785805,549617.33937338
106087.942465488,554444.400790054
104220.903779473,547358.252935298
103954.652726781,550575.635830387
100275.5689249,549949.211595617
108450.800187979,552465.908662695
103005.014194012,554237.473369014
105447.64444055,551707.900108211
104912.76806239,558696.641598269
112546.796880383,547887.693883665
107392.548452783,550550.893719029
108280.493181944,550328.361960314
111536.810189765,550623.002569471
109775.414085574,552836.874469835
113472.344187647,547672.581856977
116452.702143323,557549.608484972
110950.759761501,555280.420474298
117078.214230407,552765.336383805
115034.239002224,554194.038603846
108331.934376713,550611.144792475
113424.695838243,557261.176191457
115851.374303363,559152.421677299
112841.192095727,558793.849878386
110482.891981807,551806.143121868
119281.058390904,553030.904761609
120249.940330163,557686.054612137
119757.073683944,549826.696347632
111915.284996759,554212.132634036
115625.972558558,557693.552542664
111403.063661419,554894.252844527
115694.330319893,553753.622720607
97660.9079338796,562043.176732976
99724.6247570217,563346.152139381
106879.862290323,565792.998314817
105225.473165046,562487.639651652
96449.400963597,559739.508277215
101604.849377088,551227.60950515
104494.528280199,561122.01002365
105199.508982528,566884.720906526
101249.007028636,560139.689488947
95486.5733812302,563786.172501512
99659.7326284274,560374.707665667
102380.484869238,559292.969743349
93650.6447198614,548337.153099831
100937.387205102,558239.666923787
110093.039039895,562570.914401487
110630.004194006,560898.188595008
106261.336115759,562602.136098281
109603.049023114,563228.505121656
109407.737393584,560195.154578798
110581.320050746,559895.01507831
105467.338140495,558171.117855236
115466.508198734,561408.751040455
105534.426493198,556347.326949798
105251.205742825,563161.0945829
104229.316743277,558471.823903807
104470.714203268,555448.918629345
113917.04929743,551066.753120031
111755.054804832,564956.995745711
112496.624922939,556510.763407778
105231.531645786,555614.560114205
109435.211821366,560874.721846357
108853.845449351,555076.3649703
108697.420236468,562476.539880689
112613.7061693,561557.763087768
108723.158896547,555976.037311815
110508.17801898,564335.470490228
108221.9377819,556552.688642837
111876.772027697,556335.170411199
108416.439902183,556633.984612383
125281.998683829,560078.724112846
116113.10236888,553128.915378656
115892.837498095,558281.492410153
121956.980406791,557977.274733018
127844.58578337,563115.939320419
118396.861264203,562541.009842511
120829.53263903,560895.131935365
119738.994106743,556744.677805062
122406.678589657,558768.166809864
124781.468614358,562346.8149212
123352.428219561,563538.287442736
120347.479136571,557749.947847541
125601.668244693,561522.935197316
121720.249652974,553774.356679805
118940.849302728,554324.35340628
122789.775093365,556424.828747101
117538.781833276,556847.029934358
121156.063687615,558378.597257566
124514.44532508,553023.981201742
125778.182251889,562857.92650564
123147.788535673,561368.819682449
118367.970778532,559042.081765104
122292.125896487,556787.425107736
118448.041638732,553716.080322862
118188.593156636,554389.010534156
118335.857671954,566489.066699032
118392.59110475,557284.885153733
120551.964634005,551579.694037326
120033.10895646,555340.550372005
121144.63435521,556684.246469367
118907.157820091,555721.610044967
124988.065672759,554072.269080114
117257.090471312,552887.631486617
117750.896984059,561584.580284264
123544.370877929,557606.373683549
116511.662113108,566651.319869049
121244.315344933,552519.800687023
118865.645373594,561656.500196613
116340.119990032,559645.149984024
121274.546263654,558016.262099657
125526.898646306,559731.660985854
117329.176509213,557533.149847519
111017.361347992,555920.342316013
112597.2046097,561577.640576027
116195.826865733,563377.339446452
110209.512213897,559320.305968728
111473.693159074,560117.447729949
115315.387069892,561645.979838494
111098.991864845,554335.300848056
112266.476259753,560330.262406915
111642.132470571,559986.305614375
111955.067303106,555341.550807785
116669.442432839,555357.318403479
110518.563001666,564013.239981309
112436.700901203,560715.87009253
115082.374921869,559148.041331731
109773.267727315,560810.447227042
114970.311414585,559424.470756445
108640.293834552,558065.410870504
113279.208718147,567189.361221232
111307.086686157,565272.302273382
108943.757133279,565342.268410884
112784.950454999,562329.686183091
118581.423984189,560459.881453868
116723.901215568,558448.106899951
119055.158687923,564060.195442308
114063.765621278,561584.64290984
105115.834206771,567205.59909204
109690.341130923,562633.849395301
116086.552333385,560386.368701663
109030.190598592,558555.963882804
114244.917574935,563798.606359564
110666.53003227,566041.423100419
111807.749373186,558121.724292729
103602.058719601,560688.34068685
109967.840993498,554307.927544881
109621.591626275,549610.986870062
112549.27733779,550460.040550288
118743.107520044,552115.307482984
117338.513360433,551564.015576206
109757.607777137,548807.732545678
116689.757971279,546044.769510813
108327.640567534,555924.285255279
108987.997837942,550129.75115937
107486.921181064,549224.153788481
110380.466290563,560054.994929768
110264.172449429,559576.406484004
102999.540492818,559876.861286294
104816.238195635,561475.637012534
105947.29870325,562504.536651447
102382.117837109,567030.570943654
110361.177036166,560979.005110264
115749.125510827,570443.901012018
111738.369578123,564922.53476819
115272.934464645,564833.769933693
112691.602638271,561641.220199596
115034.713647608,565260.761959106
121474.267811514,563231.713971775
130050.87199077,562711.917353962
110958.507302318,563858.321369577
112693.990576454,562506.061510667
114759.227095451,558348.444059119
111777.818054706,555668.049901631
124218.901458941,562740.172364265
113695.558427032,557285.291358475
116696.767382305,561516.225380655
117807.249690685,566632.431527361
117107.234756421,566024.364436191
116127.675629426,560280.878959261
114756.284539029,565099.94242508
119384.000904579,563828.069823235
120640.349495597,565526.971092168
118236.545078047,559997.831434067
119456.504595,560408.142214641
114424.302043188,562436.925142094
115603.279050626,566418.719414435
113794.115462661,563938.82585695
122910.856635496,557734.228459187
119196.304839656,557919.169565566
116465.405361354,565525.094871502
119343.048055552,568108.510569215
117915.743402246,568134.155334398
119865.867075417,559376.385318581
114993.349741381,561063.169385325
115008.62569375,568362.89335506
108482.40262391,569938.254611753
109179.398334604,570376.208650172
107566.424021348,569228.186826147
109050.658337116,564961.696893293
111721.741355635,569297.570987325
111828.752970323,562052.392010763
109106.179387271,567113.413850386
109889.292034116,564969.077315759
110482.168524712,561618.348107114
114376.063374523,592693.607450649
111923.265509933,592217.77348616
117239.084231835,585722.135106102
114772.657123394,581236.525474153
118773.515700176,589713.39089321
119160.514463857,586529.17800162
118648.520426452,587901.726389583
119495.023834351,588832.159054894
110298.940633889,585564.494246151
118720.057954453,586898.349813092
110705.904425737,580056.202698514
115925.010532353,588543.749338966
118258.587386552,583149.359750189
107831.981857467,577299.456357621
115306.10170085,588272.880472708
107539.074516874,585797.788003586
113005.669488478,581031.169938482
106662.597926598,578313.297838312
113342.215547524,584606.064760778
115584.452716969,592919.528338425
101841.742990464,533536.076808982
106638.621911537,549852.793023568
111017.28057066,544422.084283419
106987.701611128,554861.033824179
113166.533957608,554580.421817731
102257.541117501,550094.366532452
111283.790611494,545955.261896849
107787.635194883,544583.157112636
107193.277466744,550063.504769374
108955.810436327,546375.402477104
110144.220148027,542947.415384073
107412.458993681,536213.679148071
105434.017853625,539905.259034783
103287.741377056,542228.654353451
109907.202185653,548333.264385257
110055.769876469,538001.769969933
113919.59455971,538462.764380284
102212.256939895,545234.146902058
106764.734990913,541756.704814062
102912.399384193,544432.215857506
110069.968324453,542088.300131429
109778.100764193,547837.982126884
107300.263946094,540360.859371088
107205.352889467,538843.367639817
108594.713653158,542841.317140963
106560.721898917,542744.998294301
106084.461434279,541359.038750082
99807.4890899472,554862.475795634
98671.4348209836,546957.461664192
96692.3807583749,554840.378436707
95693.9386006743,548536.901868504
106622.791124973,546309.61516574
112653.184122499,556176.635727659
98900.4169238731,543196.992948651
102615.326087996,549447.843231168
121141.528578382,583786.437413003
124383.963935319,584290.609258898
117871.794901714,581143.212933708
127494.928623978,580221.92086881
127047.12260168,583346.206818949
128663.82860234,583073.333721794
120751.547245868,582359.922164772
114928.958180528,588067.182265595
127580.617250122,590588.841428794
118760.971789211,588706.314148232
122576.336385123,586810.238750558
126564.852172323,581742.127075046
129257.139329053,580861.079856381
127121.255270112,582770.902537089
129100.519696437,588157.046719454
125296.322716027,583291.936703306
126572.329645604,588270.789781213
121378.787831869,578692.6603592
118558.50225091,581520.3507144
125168.973931484,580740.977045875
118995.074311625,583215.853115581
124235.329255555,583151.218436845
118223.021908458,584122.218143456
115780.845421832,587062.468362879
116878.044640236,583791.464493107
125264.092205744,580064.212131593
122871.600549933,581007.125435535
116112.80844463,581490.843594447
123666.552404519,582687.964083962
115038.839847408,598763.998446148
122932.477543559,598645.440350212
119535.255777724,591486.534518078
125819.607528243,588766.99087495
119805.638600439,596235.860679671
126734.12769502,594548.613086715
121810.853785276,598255.984043777
120326.304019876,590369.576245975
117251.579974499,597918.613547459
117298.274339084,596776.715318114
123895.458077174,588555.366780143
121763.703812193,594150.911086705
123779.519006051,592006.678063143
125826.395909209,591061.832633708
119556.737788208,590802.376999073
117987.891378105,582804.64417832
115773.393570818,590602.125584427
122126.126680914,592610.584786367
121737.610554788,588658.858782519
115908.742848039,588297.456157673
122354.097061213,587251.881274134
117988.783261832,590751.263141166
117267.164080609,584298.060462374
119523.923292849,587160.046681669
112967.589546368,594686.860611662
118013.966376893,593908.208914567
127830.344893485,585977.935020924
121840.794001147,598555.788040534
126543.443306591,582419.395942539
122193.093986493,579409.807596039
121284.008270353,582111.615023222
126078.51207022,579667.164360784
122067.026764527,585580.985294282
123111.706058718,579804.346172456
123849.358282011,584343.978020173
126286.568613723,577588.220543694
129025.109082256,588158.094354209
120538.924085177,582036.9192403
128043.961512223,584572.60417778
123760.631497629,578387.180985257
130619.530096278,584184.585628081
119881.740832459,588686.917303707
126174.025190938,586145.469213985
120618.672276568,589030.915052351
122137.029171102,583524.747085664
119160.972280428,593038.308970351
121893.983377703,584420.665029343
117924.162948132,584361.024576612
124856.127722654,588141.657411121
124140.31433475,587076.366115041
126646.23722937,594025.12974795
118594.571316801,594358.311605733
126258.122990463,589873.816488851
118299.904733244,592361.986819282
119849.68901623,595985.239274204
116761.15457993,595553.506502416
124106.520565122,595905.248119749
119772.383757047,580850.245920084
116928.985057563,594028.417030174
115792.274845392,586086.159396302
119680.157356467,588593.74089472
124008.055069555,588337.904636815
120796.173395086,595489.268383335
120328.453136101,588117.168708485
117263.955086611,591664.189491853
126961.242353607,587212.812448878
121549.212399218,594698.249904159
121280.542907894,587722.448568128
121122.256839555,595362.441908941
118547.430045921,588516.642367113
114288.099765163,588539.11311876
115217.537590396,550558.775862958
122614.589546714,546953.021093365
108717.729936093,548051.230583657
107997.858832441,562396.92190934
109892.358016763,561197.221857365
101531.124790419,555843.260543004
119813.760963175,558471.710127965
118829.217721708,557600.735225901
117350.4040768,556660.662897024
120732.596792933,555871.032520942
114669.006236549,563187.215236295
122081.653953157,562737.036443967
114295.605702512,558591.103708424
121222.585281357,561500.645279605
113988.358357046,561396.902650818
112833.356527891,561133.056279697
119756.649949495,558748.479764573
117950.657280348,560080.939169601
117091.032591462,555632.856576424
113657.385725714,558386.894899048
124691.514008958,569263.011747971
127806.594344042,574675.76292282
123933.867170755,576414.174154866
126797.577633057,568385.530326143
132403.694723528,574155.525107794
127215.995904244,576899.736454058
131859.40128015,569268.06635274
97087.5488373451,555221.73506882
95087.7379300483,555387.115797739
106226.910933014,557356.423647031
106744.234343953,563082.3747533
105640.480833687,557511.433995981
101412.753029224,550489.270330127
